source_partner,source_country,destination_country,gsv
#####,Belgium,Bolivia (Plurinational State of),576
#####,Belgium,Burkina Faso,484
#####,Belgium,Burundi,103
#####,Belgium,Cameroon,17830
#####,Belgium,Congo,166
#####,Belgium,C̫te d'Ivoire,10177
#####,Belgium,Croatia,222
#####,Belgium,Finland,283
#####,Belgium,France,43929
#####,Belgium,Gabon,1235
#####,Belgium,Germany,38525
#####,Belgium,Ghana,922
#####,Belgium,Greece,56
#####,Belgium,Guinea,775
#####,Belgium,Guinea-Bissau,1327
#####,Belgium,Ireland,943
#####,Belgium,Italy,26414
#####,Belgium,Lithuania,59886
#####,Belgium,Luxembourg,11873
#####,Belgium,Madagascar,437
#####,Belgium,Mozambique,6380
#####,Belgium,Nepal,7563
#####,Belgium,Netherlands,4897
#####,Belgium,Pakistan,3974
#####,Belgium,Peru,702
#####,Belgium,Philippines,5389
#####,Belgium,Poland,3216
#####,Belgium,Portugal,571588
#####,Belgium,Rwanda,2963
#####,Belgium,Senegal,29589
#####,Belgium,Spain,137103
#####,Belgium,Switzerland,547
#####,Belgium,Tanzania,47
#####,Belgium,United Kingdom,8523
#####,Belgium,United States of America,3748
#####,Czechia,Ghana,197
#####,Czechia,Nepal,109
#####,Lithuania,Bangladesh,4
#####,Lithuania,Benin,168601
#####,Lithuania,Bolivia (Plurinational State of),2
#####,Lithuania,Chile,1
#####,Lithuania,China,9
#####,Lithuania,Colombia,3
#####,Lithuania,C̫te d'Ivoire,14529
#####,Lithuania,Ecuador,2
#####,Lithuania,Ghana,885497
#####,Lithuania,Guinea,2
#####,Lithuania,India,5031
#####,Lithuania,Kenya,334
#####,Lithuania,Nepal,17
#####,Lithuania,Pakistan,4
#####,Lithuania,Peru,1
#####,Lithuania,Philippines,10884
#####,Lithuania,Senegal,1
#####,Lithuania,South Africa,2
#####,Lithuania,Sri Lanka,148240
#####,Lithuania,Thailand,1
#####,Lithuania,Zambia,1
#####,Bahrain,Bangladesh,7729722
#####,Bahrain,Cameroon,2061
#####,Bahrain,Egypt,5
#####,Bahrain,Ghana,3305998
#####,Bahrain,Indonesia,3
#####,Bahrain,Kenya,10981129
#####,Bahrain,Malaysia,3
#####,Bahrain,Morocco,4
#####,Bahrain,Nepal,3
#####,Bahrain,Nigeria,1
#####,Bahrain,Philippines,3
#####,Bahrain,Thailand,3
#####,Bahrain,Uganda,1739473
#####,Gabon,Benin,3
#####,Gabon,Burkina Faso,10
#####,Gabon,Cameroon,6
#####,Gabon,Central African Republic,2
#####,Gabon,Congo,2
#####,Gabon,C̫te d'Ivoire,12
#####,Gabon,France,37
#####,Gabon,Guinea-Bissau,2
#####,Gabon,Mali,2
#####,Gabon,Senegal,11
#####,Gabon,Togo,2
#####,Saudi Arabia,Bangladesh,86653674
#####,Saudi Arabia,Cameroon,312
#####,Saudi Arabia,Egypt,123513
#####,Saudi Arabia,Ethiopia,143059
#####,Saudi Arabia,Ghana,377346
#####,Saudi Arabia,India,95695638
#####,Saudi Arabia,Indonesia,95139
#####,Saudi Arabia,Kenya,22581149
#####,Saudi Arabia,Morocco,35761
#####,Saudi Arabia,Nepal,146504
#####,Saudi Arabia,Pakistan,8601570
#####,Saudi Arabia,Philippines,645996
#####,Saudi Arabia,Sri Lanka,245924
#####,Saudi Arabia,Tanzania,10196
#####,Saudi Arabia,Uganda,504768
#####,United Kingdom,Bangladesh,23035
#####,United Kingdom,Benin,45
#####,United Kingdom,Burkina Faso,14
#####,United Kingdom,Cameroon,49
#####,United Kingdom,Ghana,6994
#####,United Kingdom,Guinea,14
#####,United Kingdom,Guinea-Bissau,8
#####,United Kingdom,India,438387
#####,United Kingdom,Indonesia,219
#####,United Kingdom,Kenya,11692
#####,United Kingdom,Liberia,41
#####,United Kingdom,Malawi,14
#####,United Kingdom,Malaysia,35
#####,United Kingdom,Mali,24
#####,United Kingdom,Mozambique,14
#####,United Kingdom,Nepal,50946
#####,United Kingdom,Pakistan,15488
#####,United Kingdom,Sri Lanka,36696
#####,United Kingdom,Thailand,5988
#####,United Kingdom,Uganda,2999
#####,United Kingdom,Viet Nam,44617
#####,Canada,United States of America,21545
#####,Lebanon,India,3471
#####,Lebanon,Netherlands,2
#####,Lebanon,Philippines,2
#####,Lebanon,United Kingdom,2
#####,Lebanon,United States of America,2
#####,Estonia,Ukraine,219144
#####,Estonia,Zimbabwe,7486
#####,United States of America,Bangladesh,170309
#####,United States of America,Belgium,35
#####,United States of America,Benin,48359990
#####,United States of America,Brazil,14629
#####,United States of America,Cameroon,37880853
#####,United States of America,Ethiopia,385779
#####,United States of America,France,1399796
#####,United States of America,Germany,478846
#####,United States of America,Ghana,186185572
#####,United States of America,Greece,73585
#####,United States of America,Italy,730871
#####,United States of America,Kenya,14808172
#####,United States of America,Liberia,1227500
#####,United States of America,Nepal,180330
#####,United States of America,Netherlands,218208
#####,United States of America,Nigeria,21508468
#####,United States of America,Pakistan,477898
#####,United States of America,Philippines,7914470
#####,United States of America,Senegal,63068258
#####,United States of America,Spain,10553329
#####,United States of America,Uganda,2692154
#####,United States of America,United Kingdom,5638786
#####,Botswana,Bangladesh,17
#####,Botswana,China,2
#####,Botswana,Ghana,19394
#####,Botswana,India,16491
#####,Botswana,Kenya,148428
#####,Botswana,Malawi,10384
#####,Botswana,Mozambique,26223
#####,Botswana,Nigeria,80
#####,Botswana,Pakistan,9617
#####,Botswana,South Africa,114
#####,Botswana,Sri Lanka,1
#####,Botswana,Zambia,118315
#####,Botswana,Zimbabwe,117302
#####,Canada,Cameroon,23
#####,Canada,France,6
#####,Canada,Ghana,9
#####,Canada,Kenya,0
#####,Canada,Senegal,11
#####,Canada,United Kingdom,2
#####,Singapore,India,353467
#####,Singapore,Philippines,35252
#####,Hong Kong,Malaysia,1
#####,Hong Kong,Philippines,1722007394
#####,Hong Kong,Thailand,0
#####,Hong Kong,Turkey,7021
#####,Mauritania,Guinea,2
#####,Mauritania,Guinea-Bissau,1
#####,Mauritania,Mali,2
#####,Mauritania,Senegal,6
#####,Czechia,C̫te d'Ivoire,840
#####,France,Benin,17
#####,Germany,Uganda,43
#####,Italy,C̫te d'Ivoire,499
#####,Italy,Uganda,1040
#####,Switzerland,Cameroon,738
#####,Switzerland,C̫te d'Ivoire,548
#####,United Kingdom,Benin,1674
#####,United Kingdom,Cameroon,134
#####,United Kingdom,C̫te d'Ivoire,2325
#####,United Kingdom,Kenya,1384
#####,United Kingdom,Rwanda,117
#####,United Kingdom,Senegal,19
#####,United Kingdom,Uganda,1432
#####,Japan,Bangladesh,1
#####,Japan,India,1
#####,Japan,Philippines,0
#####,Canada,India,5
#####,Canada,Nigeria,16
#####,Canada,Philippines,8
#####,Canada,South Africa,1
#####,Canada,United States of America,1
#####,Canada,Viet Nam,1
#####,Germany,Australia,1
#####,Germany,Bangladesh,3381
#####,Germany,Benin,3
#####,Germany,Burkina Faso,2
#####,Germany,Cameroon,4
#####,Germany,Canada,3853
#####,Germany,Egypt,1
#####,Germany,France,1
#####,Germany,Ghana,8
#####,Germany,Guinea-Bissau,15
#####,Germany,Morocco,17
#####,Germany,Nepal,1168
#####,Germany,Philippines,3227
#####,Germany,Senegal,13
#####,Germany,Sri Lanka,841
#####,Germany,Thailand,20747
#####,Germany,Togo,7
#####,Germany,Turkey,0
#####,Germany,United Kingdom,16685
#####,Germany,United States of America,6418
#####,Germany,Viet Nam,11
#####,Spain,United Kingdom,24578
#####,United Kingdom,Philippines,2
#####,United Kingdom,Uganda,1
#####,Australia,Brazil,1
#####,Australia,China,158960
#####,Australia,India,295543
#####,Australia,"Korea, Republic of",3090
#####,Australia,Viet Nam,8764
#####,"Korea, Republic of",Bangladesh,7301
#####,"Korea, Republic of",Belgium,2222
#####,"Korea, Republic of",Cambodia,1
#####,"Korea, Republic of",Croatia,188
#####,"Korea, Republic of",Denmark,485
#####,"Korea, Republic of",Finland,36
#####,"Korea, Republic of",France,3807
#####,"Korea, Republic of",Germany,37
#####,"Korea, Republic of",India,4
#####,"Korea, Republic of",Italy,472
#####,"Korea, Republic of",Mongolia,10222
#####,"Korea, Republic of",Netherlands,2114
#####,"Korea, Republic of",Pakistan,4506
#####,"Korea, Republic of",Philippines,9
#####,"Korea, Republic of",Poland,256
#####,"Korea, Republic of",Portugal,932
#####,"Korea, Republic of",Spain,2142
#####,"Korea, Republic of",Sri Lanka,1
#####,"Korea, Republic of",Sweden,1682
#####,"Korea, Republic of",Thailand,1997083
#####,"Korea, Republic of",United Arab Emirates,3
#####,"Korea, Republic of",United Kingdom,12918
#####,"Korea, Republic of",Viet Nam,244980766
#####,United Kingdom,Bangladesh,731565
#####,United Kingdom,Ghana,43830
#####,United Kingdom,Indonesia,1785429
#####,United Kingdom,Kenya,67069
#####,United Kingdom,Malaysia,34066
#####,United Kingdom,Nepal,48963
#####,United Kingdom,Nigeria,143
#####,United Kingdom,Pakistan,26859
#####,United Kingdom,Philippines,141148
#####,United Kingdom,Sri Lanka,213366
#####,United Kingdom,Thailand,58126
#####,United Kingdom,Uganda,13597
#####,Hong Kong,India,448904
#####,Hong Kong,Malaysia,3
#####,Canada,Canada,23660
#####,Canada,India,16
#####,"Congo, Democratic Republic of the",Rwanda,14
#####,"Congo, Democratic Republic of the",United States of America,35927
#####,Germany,Rwanda,24555
#####,Kenya,Bangladesh,2
#####,Kenya,Brazil,4
#####,Kenya,Burkina Faso,4
#####,Kenya,Burundi,2
#####,Kenya,Canada,8
#####,Kenya,China,4
#####,Kenya,Congo,2
#####,Kenya,Ethiopia,3
#####,Kenya,Ghana,10
#####,Kenya,India,5
#####,Kenya,Kenya, -   
#####,Kenya,Malaysia,7
#####,Kenya,Nigeria,10
#####,Kenya,Philippines,9
#####,Kenya,Rwanda,9
#####,Kenya,Tanzania,10
#####,Kenya,Uganda,11
#####,Kenya,United States of America,20
#####,Australia,Bangladesh,8739
#####,Australia,Belgium,3258
#####,Australia,Cambodia,5451
#####,Australia,Egypt,1096
#####,Australia,France,1244
#####,Australia,Germany,325
#####,Australia,Hong Kong,1
#####,Australia,India,50137
#####,Australia,Indonesia,1716
#####,Australia,Italy,6
#####,Australia,"Korea, Republic of",1
#####,Australia,Malaysia,47070
#####,Australia,Nepal,1
#####,Australia,Pakistan,10226
#####,Australia,Philippines,2575
#####,Australia,Singapore,1
#####,Australia,Sri Lanka,8802
#####,Australia,Thailand,1396
#####,Australia,Turkey,1915
#####,Australia,United Arab Emirates,1
#####,Australia,United Kingdom,3720
#####,Australia,United States of America,2
#####,Australia,Viet Nam,382
#####,Bahrain,Bangladesh,31780
#####,Bahrain,Cameroon,557415
#####,Bahrain,Ghana,199493
#####,Bahrain,Kenya,1210830
#####,Bahrain,Nigeria,7769
#####,Bahrain,Rwanda,128
#####,Bahrain,Sri Lanka,46443
#####,Bahrain,Tanzania,34845
#####,Bahrain,Thailand,93487
#####,Bahrain,Uganda,129323
#####,Bahrain,Zimbabwe,9747
#####,Botswana,Kenya,2037
#####,Botswana,Nigeria,230
#####,Botswana,Philippines,1453
#####,Botswana,Tanzania,928
#####,Botswana,Zambia,5342
#####,Greece,Sri Lanka,760
#####,Kuwait,Benin,6584832
#####,Kuwait,Cameroon,1535940
#####,Kuwait,"Congo, Democratic Republic of the",24813
#####,Kuwait,Ethiopia,540836
#####,Kuwait,Ghana,1876684
#####,Kuwait,Kenya,11340725
#####,Kuwait,Malawi,6
#####,Kuwait,Mozambique,43114
#####,Kuwait,Nigeria,158576
#####,Kuwait,Rwanda,137407
#####,Kuwait,Senegal,548000
#####,Kuwait,Sierra Leone,15053
#####,Kuwait,Tanzania,637486
#####,Kuwait,Uganda,3531958
#####,Kuwait,Zimbabwe,1241282
#####,Oman,Bangladesh,750815
#####,Oman,Belgium,2586
#####,Oman,Cameroon,22278
#####,Oman,Ethiopia,975
#####,Oman,France,6918
#####,Oman,Germany,6112
#####,Oman,Ghana,94155
#####,Oman,Ireland,7942
#####,Oman,Italy,1235
#####,Oman,Kenya,115849
#####,Oman,Lithuania,667
#####,Oman,Malta,914
#####,Oman,Mozambique,1855
#####,Oman,Nigeria,262545
#####,Oman,Poland,3944
#####,Oman,Rwanda,54343
#####,Oman,Spain,2219
#####,Oman,Tanzania,98985
#####,Oman,Thailand,39445
#####,Oman,Uganda,46432
#####,Oman,Zimbabwe,1012
#####,Qatar,Bangladesh,763975
#####,Qatar,Belgium,3062
#####,Qatar,Ethiopia,643
#####,Qatar,Finland,39
#####,Qatar,France,2700
#####,Qatar,Germany,14757
#####,Qatar,Ghana,201844
#####,Qatar,Italy,9222
#####,Qatar,Kenya,975642
#####,Qatar,Lithuania,10500
#####,Qatar,Luxembourg,406
#####,Qatar,Malta,280
#####,Qatar,Nigeria,25583
#####,Qatar,Portugal,1111
#####,Qatar,Rwanda,76
#####,Qatar,Spain,8554
#####,Qatar,Tanzania,14702
#####,Qatar,Thailand,3937
#####,Qatar,Uganda,283216
#####,Singapore,Benin,1
#####,Singapore,Cameroon,1
#####,Singapore,Mozambique,1
#####,Singapore,Nigeria,1
#####,Singapore,Senegal,1
#####,Singapore,Tanzania,1
#####,South Africa,Bangladesh,2826129
#####,South Africa,Burundi,21676
#####,South Africa,Cameroon,540673
#####,South Africa,China,38098
#####,South Africa,"Congo, Democratic Republic of the",1879786
#####,South Africa,C̫te d'Ivoire,19562
#####,South Africa,Egypt,2177
#####,South Africa,Ghana,2569351
#####,South Africa,India,15137068
#####,South Africa,Kenya,15126074
#####,South Africa,Lesotho,103210
#####,South Africa,Malawi,373265
#####,South Africa,Morocco,3
#####,South Africa,Mozambique,27181350
#####,South Africa,Nepal,7925632
#####,South Africa,Nigeria,135136
#####,South Africa,Philippines,239155
#####,South Africa,Rwanda,2509856
#####,South Africa,Senegal,312819
#####,South Africa,Sri Lanka,704493
#####,South Africa,Tanzania,11931849
#####,South Africa,Thailand,28451206
#####,South Africa,Tunisia,3
#####,South Africa,Turkey,158041
#####,South Africa,Uganda,3210287
#####,South Africa,Zambia,850192
#####,South Africa,Zimbabwe,730726
#####,United Arab Emirates,Austria,19005
#####,United Arab Emirates,Bangladesh,572352
#####,United Arab Emirates,Belgium,130524
#####,United Arab Emirates,Benin,95001
#####,United Arab Emirates,Botswana,5
#####,United Arab Emirates,Bulgaria,8935
#####,United Arab Emirates,Burkina Faso,1
#####,United Arab Emirates,Burundi,516
#####,United Arab Emirates,Cameroon,1376700
#####,United Arab Emirates,China,36561
#####,United Arab Emirates,"Congo, Democratic Republic of the",20260
#####,United Arab Emirates,C̫te d'Ivoire,2
#####,United Arab Emirates,Cyprus,32349
#####,United Arab Emirates,Czechia,4145
#####,United Arab Emirates,Egypt,3
#####,United Arab Emirates,Estonia,9043
#####,United Arab Emirates,Ethiopia,91543
#####,United Arab Emirates,Finland,9907
#####,United Arab Emirates,France,473305
#####,United Arab Emirates,Gabon,3
#####,United Arab Emirates,Germany,575018
#####,United Arab Emirates,Ghana,27894644
#####,United Arab Emirates,Greece,104535
#####,United Arab Emirates,Hungary,15852
#####,United Arab Emirates,Ireland,126396
#####,United Arab Emirates,Italy,177694
#####,United Arab Emirates,Kenya,32554117
#####,United Arab Emirates,Latvia,718
#####,United Arab Emirates,Lithuania,123215
#####,United Arab Emirates,Luxembourg,1866
#####,United Arab Emirates,Madagascar,1
#####,United Arab Emirates,Malawi,3288
#####,United Arab Emirates,Mali,1
#####,United Arab Emirates,Malta,3895
#####,United Arab Emirates,Mozambique,181379
#####,United Arab Emirates,Nepal,3698
#####,United Arab Emirates,Netherlands,136191
#####,United Arab Emirates,Nigeria,391002
#####,United Arab Emirates,Norway,1094
#####,United Arab Emirates,Philippines,1262875
#####,United Arab Emirates,Poland,11343
#####,United Arab Emirates,Portugal,139035
#####,United Arab Emirates,Romania,1515
#####,United Arab Emirates,Rwanda,301265
#####,United Arab Emirates,Senegal,20508
#####,United Arab Emirates,Sierra Leone,79135
#####,United Arab Emirates,Slovakia,3059
#####,United Arab Emirates,Slovenia,714
#####,United Arab Emirates,South Sudan,7
#####,United Arab Emirates,Spain,198567
#####,United Arab Emirates,Sri Lanka,832579
#####,United Arab Emirates,Tanzania,5060376
#####,United Arab Emirates,Thailand,402480
#####,United Arab Emirates,Turkey,9168
#####,United Arab Emirates,Uganda,40813967
#####,United Arab Emirates,Zambia,35964
#####,United Arab Emirates,Zimbabwe,154898
#####,United Kingdom,Benin,7035
#####,United Kingdom,Cameroon,234124
#####,United Kingdom,China,371698
#####,United Kingdom,C̫te d'Ivoire,2
#####,United Kingdom,Ethiopia,65349
#####,United Kingdom,Finland,165
#####,United Kingdom,France,10151
#####,United Kingdom,Germany,9876
#####,United Kingdom,Ghana,5518000
#####,United Kingdom,Ireland,232
#####,United Kingdom,Italy,4531
#####,United Kingdom,Kenya,20874235
#####,United Kingdom,Lithuania,26810
#####,United Kingdom,Mozambique,51404
#####,United Kingdom,Nepal,6
#####,United Kingdom,Netherlands,19537
#####,United Kingdom,Nigeria,121406
#####,United Kingdom,Philippines,6642
#####,United Kingdom,Rwanda,126065
#####,United Kingdom,Senegal,62916
#####,United Kingdom,Sierra Leone,44
#####,United Kingdom,Spain,6169
#####,United Kingdom,Sri Lanka,17347
#####,United Kingdom,Switzerland,430
#####,United Kingdom,Tanzania,3395646
#####,United Kingdom,Thailand,21724
#####,United Kingdom,Turkey,304357
#####,United Kingdom,Uganda,56330984
#####,United Kingdom,Zambia,1976
#####,United Kingdom,Zimbabwe,29506
#####,United States of America,France,1324
#####,United States of America,Germany,681
#####,United States of America,Italy,426
#####,United States of America,Spain,231
#####,Zambia,Lithuania,1170
#####,Zambia,Thailand,21545
#####,Zimbabwe,Kenya,134
#####,Zimbabwe,Malawi,18
#####,Zimbabwe,Mozambique,52
#####,Thailand,Peru,138
#####,Thailand,Philippines,537
#####,Thailand,United Arab Emirates,29467
#####,Congo,Austria,5150
#####,Congo,Belgium,455452
#####,Congo,Benin,163859
#####,Congo,Burkina Faso,249
#####,Congo,Cameroon,11159
#####,Congo,Canada,8
#####,Congo,"Congo, Democratic Republic of the",24495
#####,Congo,C̫te d'Ivoire,164978
#####,Congo,Czechia,9005
#####,Congo,Estonia,6
#####,Congo,France,5324600
#####,Congo,Gabon,4237
#####,Congo,Germany,237968
#####,Congo,Ghana,115907
#####,Congo,Hungary,14850
#####,Congo,India,1363738
#####,Congo,Ireland,13912
#####,Congo,Italy,221919
#####,Congo,Kenya,5263
#####,Congo,Latvia,1489
#####,Congo,Lithuania,7125
#####,Congo,Luxembourg,5564
#####,Congo,Mali,1967
#####,Congo,Monaco,12650
#####,Congo,Netherlands,61708
#####,Congo,Nigeria,2
#####,Congo,Poland,21839
#####,Congo,Portugal,138461
#####,Congo,Romania,647
#####,Congo,Rwanda,40884
#####,Congo,Senegal,98033
#####,Congo,South Africa,19190
#####,Congo,Spain,140758
#####,Congo,Sweden,10424
#####,Congo,Switzerland,55222
#####,Congo,Tanzania,8444
#####,Congo,Turkey,14966
#####,Congo,Uganda,89
#####,Congo,United Kingdom,246114
#####,Congo,United States of America,3888
#####,Congo,Belgium,110652
#####,Congo,Benin,25602
#####,Congo,Cameroon,3115
#####,Congo,"Congo, Democratic Republic of the",3630
#####,Congo,C̫te d'Ivoire,37598
#####,Congo,Czechia,1066
#####,Congo,France,1078171
#####,Congo,Gabon,3420
#####,Congo,Germany,40449
#####,Congo,Ghana,23512
#####,Congo,Hungary,2309
#####,Congo,India,23202
#####,Congo,Italy,51939
#####,Congo,Kenya,306
#####,Congo,Monaco,10983
#####,Congo,Poland,1402
#####,Congo,Portugal,639
#####,Congo,Romania,24
#####,Congo,Rwanda,22963
#####,Congo,Senegal,28356
#####,Congo,Slovakia,292
#####,Congo,Spain,66552
#####,Congo,Sweden,1843
#####,Congo,Switzerland,7340
#####,Congo,Turkey,2
#####,Congo,United Kingdom,40626
#####,"Congo, Democratic Republic of the",Belgium,116567
#####,"Congo, Democratic Republic of the",Benin,3812
#####,"Congo, Democratic Republic of the",Cameroon,1008
#####,"Congo, Democratic Republic of the",Congo,1047
#####,"Congo, Democratic Republic of the","Congo, Democratic Republic of the",838
#####,"Congo, Democratic Republic of the",C̫te d'Ivoire,1623
#####,"Congo, Democratic Republic of the",France,248157
#####,"Congo, Democratic Republic of the",Gabon,301
#####,"Congo, Democratic Republic of the",Germany,35644
#####,"Congo, Democratic Republic of the",Ghana,1076
#####,"Congo, Democratic Republic of the",India,26907
